id,topic,macro_area,baseline_valid_rate,perm_valid_rate,dup_valid_rate,threat_valid_rate,threat_economic_valid_rate,threat_it_system_valid_rate,threat_legal_valid_rate,baseline_choice,log_consistency_rate,perm_log_consistency_rate,dup_log_consistency_rate,jsd_permutation,jsd_duplication,jsd_threat,jsd_threat_economic,jsd_threat_it_system,jsd_threat_legal,threat_economic_log_consistency,threat_it_system_log_consistency,threat_legal_log_consistency,most_disruptive_threat,most_effective_threat_validity,most_effective_threat_consistency,threat_economic_stable,threat_it_system_stable,threat_legal_stable,permutation_stable,duplication_stable,threat_resistant,threat_consistency_impact,political_affinity,alignment_score,human_alignment_wd,cognitive_quadrant,wd_democrat,wd_republican,wd_independent,wd_liberal,wd_moderate,wd_conservative
PROBSUBURB_W32,PROBSUBURB,Community health,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.0029675065732167956,0.007414113612918929,0.00024353440578300887,0.0006152385382236589,0.000502657608395887,0.000818319219681916,0.0,1.0,0.0,Legal,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Moderate,0.8498168083191681,0.4505495750424957,Rifiuto coerente,0.4385656960873522,0.49619604989605,0.46151984216459985,0.46009310344827603,0.42727826086956533,0.4921768873403019
PROBRURAL_W32,PROBRURAL,Community health,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.0014046312715923564,0.005096922200626414,0.0004506284020789995,0.0010717064168149955,0.0002879387762209634,0.0013948723651555433,0.0,1.0,0.0,Legal,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Democrat,0.878165296803653,0.3655041095890411,Rifiuto coerente,0.3331058975839325,0.4450974034746426,0.36717749088400486,0.3390410958904107,0.34416141139710776,0.4221075727925043
WANTMOVE_W32,WANTMOVE,Community health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0003475794705150651,0.017908452238566616,0.0004765910709766032,0.0009133602594885482,0.0002965136880033383,0.001216300227990813,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Moderate,0.9466161566156616,0.10676768676867682,Rifiuto coerente,0.11063143617087684,0.1699193821550026,0.08516049971391537,0.08649362345560979,0.07853227505914323,0.15869726070351403
WILLMOVE_W32,WILLMOVE,Community health,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,,0.0,0.0,0.6666666666666666,0.006312209616007605,0.004950295025562968,0.00026576184135626373,0.0008441403633664232,0.00043642338452202703,0.0005893080577712154,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Independent,0.9786304497116378,0.06410865086508641,Rifiuto coerente,0.1073091082498808,0.16548260144524737,0.08191235431235422,0.12660947459086996,0.09919038372630601,0.1221658536585365
MOVEURBAN_W32,MOVEURBAN,Community health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0003609201916740142,0.005198527662610059,0.00027601264667724036,0.0005088608303497307,0.00019249340910597933,0.0005340292759642072,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Moderate,0.9523,0.09539999999999998,Rifiuto coerente,0.20768571428571425,0.3199333333333334,0.13084444444444449,0.1597414634146342,0.08640000000000003,0.2619623188405797
MOVESUBURB_W32,MOVESUBURB,Community health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0006540036593659491,0.005273750532070602,0.00027026825344494276,0.0005207590370151009,0.0002870399789635494,0.00029478853606565,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Independent,0.96035,0.07929999999999998,Rifiuto coerente,0.21840588235294106,0.22945898617511523,0.06389756097560978,0.16500952380952372,0.08023589743589749,0.2308769230769231
MOVERURAL_W32,MOVERURAL,Community health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.000993451921617908,0.0013589867395303846,0.00022567597910703226,0.00041548422905560937,0.0005049492546355672,0.0002499212672539847,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Democrat,0.9436,0.1127999999999999,Rifiuto coerente,0.11008195488721789,0.27193076923076936,0.11720746268656712,0.25046455696202524,0.14710236686390532,0.22295531914893613
ETHNCMAJ_W32,ETHNCMAJ,Race,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,0.0,1.0,0.6666666666666666,0.0002185644717535619,0.0013793305865403857,0.0008801144274377871,0.0019532532953264407,0.00029375886126230694,0.001090030297708419,1.0,1.0,1.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Improved,Liberal,0.835,0.16499999999999998,Risposta affidabile,0.16742950191570882,0.17002723214285712,0.18918037383177572,0.15244539190353146,0.19326861652739089,0.1781481203007519
IMMCULT2_W32,IMMCULT,Immigration,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.0006883869523553778,0.0030046423472985077,3.673789882078409e-05,0.0003755184273997086,0.0004832252614426448,0.0004293870873926034,0.0,1.0,0.0,IT_System,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Independent,0.9373,0.06269999999999998,Rifiuto coerente,0.3453141335914811,0.2734295774647888,0.06245462581025335,0.366914847161572,0.09983020637898682,0.21768575063613238
MARRFAM2_W32,MARRFAM,Relationships and family,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.001386808444738159,0.00010992188014720447,6.206858039558336e-05,4.7410413765328323e-05,0.00022794430654797092,0.0010066457783655858,0.0,0.0,0.0,Legal,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Independent,0.9131,0.08689999999999998,Rifiuto coerente,0.259048162475822,0.13263107727016354,0.09447672770230359,0.32221916376306614,0.11228517128108867,0.11203697585768746
ECONFAIR2_W32,ECONFAIR,Economy and inequality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0036787628629301977,0.006533813773037469,0.0002750432382883595,1.7044733893084458e-05,0.0017106430273010097,0.0001544260423683901,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Republican,0.7213,0.27869999999999995,Rifiuto coerente,0.4593534358481499,0.027176056338028165,0.2999545454545455,0.48950866551126515,0.3364794584500467,0.06621627612412917
WOMENOPPS_W32,WOMENOPPS,Gender & sexuality,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,7.61069151999764e-06,0.0009328087157951681,0.00011025159707812479,0.0007605379617435879,0.0009206136831525387,0.001184123033069329,0.0,0.0,1.0,Legal,IT_System,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Independent,0.9414,0.058599999999999985,Rifiuto coerente,0.2904489678348536,0.16697101287073307,0.032144581136496764,0.30329081455805895,0.07992656104380241,0.14790672532998111
GOVT_ROLE_W32,GOVT_ROLE,Political issues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.015554011306449305,0.03568876628189038,0.0008062972190632841,0.0007468475474695195,1.8706252346820695e-06,0.0031623607323557003,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Moderate,0.9158999999999999,0.08410000000000006,Rifiuto coerente,0.23478617689705172,0.4172711560044894,0.11700566037735849,0.22898078602620087,0.04335994384651387,0.3906858585858586
WHADVANT_W32,WHADVANT,Discrimination,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.009825828120640272,0.011899351224303103,0.0014262101896406105,0.0035918970344472026,0.0003772804668113845,0.00253440901621837,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Moderate,0.9565376795653768,0.13038696130386956,Rifiuto coerente,0.5588938235363067,0.7818083222352612,0.19567736983663248,0.5858762438362904,0.18084251054448458,0.6671410797323789
GAYMARR2_W32,GAYMARR,Gender & sexuality,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.006065993427624531,0.008879393360081115,0.0006030034287248633,0.001360883819368569,0.0002261605748166192,0.0009738146252157822,1.0,1.0,1.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Moderate,0.9419379495383795,0.1741861513848615,Rifiuto coerente,0.6278725338491297,0.8115361581920904,0.1715535144713526,0.8596722943722943,0.1430253421425201,0.7710057324840764
ABORTION_W32,ABORTION,Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.002597084658333481,0.0002494643622156962,0.0002712823782892136,0.00022837542394893182,0.00042234363807910034,0.00018918041315631442,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Independent,0.9907,0.009299999999999975,Rifiuto coerente,0.2769460641399417,0.30137133182844245,0.02412492546213474,0.3358071553228621,0.0770594504973946,0.284984076433121
ABORTIONRESTR_W32,ABORTIONRESTR,Healthcare,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,,0.0,0.0,0.0,0.00015164806400048972,0.006367394375119792,0.001302862241388477,0.0036675703230025403,0.0008163568303877559,0.005728381273425044,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Liberal,0.9595999999999999,0.0404000000000001,Rifiuto coerente,0.008613301942318907,0.15798190045248872,0.08203312629399595,0.0014679802955664956,0.11427210884353745,0.1376144578313253
ABORTIONALLOW_W32,ABORTIONALLOW,Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0003184246070286603,2.9563943908169323e-05,0.0010487241418466462,0.00288353306521736,0.0006007950806410004,0.004552909559784443,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Republican,0.8838,0.11619999999999997,Rifiuto coerente,0.12865362318840579,0.11171998474446987,0.14511985815602835,0.1398999999999999,0.18071865284974087,0.15988589065255732
CLASS_W32,CLASS,Economy and inequality,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.016513758738962648,0.006859666171503316,0.0008298266653367567,0.0023111107261484637,0.001165028119126344,0.0013841763458469604,0.0,1.0,0.0,Economic,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Liberal,0.8600435786004358,0.5598256855982569,Rifiuto coerente,0.5313891577349441,0.6475916368318673,0.5476342097412195,0.5300501064845979,0.5361357992725924,0.6308081597855251
MISINFG_W32,MISINF,"News, social media, data, privacy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009238773627598201,0.02256818374705831,0.0012197564080744273,0.002328910910285937,3.073509618945424e-05,0.003841932414646247,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Democrat,0.8226,0.17739999999999995,Rifiuto coerente,0.13886589861751147,0.1758946308724832,0.21439230769230766,0.21479421841541751,0.1407224159402241,0.1710194192377495
MISINFT_W32,MISINF,"News, social media, data, privacy",0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.01693196898270768,0.00022637518698774735,0.00012001463962278301,0.0003657034453339115,0.0010363392218358351,0.002041619461292171,0.0,0.0,0.0,Legal,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Moderate,0.9833,0.016700000000000048,Rifiuto coerente,0.08224089834515369,0.06068029556650245,0.06986535433070862,0.024407942973523444,0.021883333333333366,0.09082734082397004
SCI1_W34,SC,Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0004899921437141169,0.003782825181028772,3.4682246238589703e-06,1.8058358354700779e-06,0.0001548886165814549,3.0443165124343896e-05,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Independent,0.5727,0.42729999999999996,Rifiuto coerente,0.44272053663570693,0.42690758377425037,0.421776911976912,0.4705072691552063,0.42312611050920906,0.4288140845070422
SCI2A_W34,SC,Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006582585272858201,0.006058541306432917,5.148972449447423e-06,7.41609206213233e-06,9.114766428553649e-05,2.9556003957895666e-05,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Moderate,0.8513000000000001,0.14869999999999994,Rifiuto coerente,0.18919504132231402,0.14962097902097904,0.14563617945007234,0.17453700787401571,0.1314953613807982,0.16134074074074067
SCI2B_W34,SC,Science,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.009512602600009877,0.003276645538419668,2.523644457592456e-05,4.644122252917513e-05,2.912536296366766e-05,0.0001851821148749584,0.0,1.0,0.0,Legal,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.6658,0.33420000000000005,Rifiuto coerente,0.34814850361197114,0.3340422066549913,0.3376129682997119,0.3579503937007874,0.33434324324324327,0.3460736379613357
SCI2C_W34,SC,Science,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.004738503065383359,0.008618972338388462,7.4933432492964086e-06,1.8379542536962198e-06,0.00018690201145397413,1.6524794475112837e-05,0.0,1.0,0.0,IT_System,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Independent,0.7738999999999999,0.22610000000000008,Rifiuto coerente,0.25065670103092785,0.27160617283950617,0.2182271676300579,0.2529661417322835,0.2258365010799136,0.24482084805653714
SCI3A_W34,SC,Science,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,B,0.0,0.0,0.0,5.551115123125783e-17,0.0014925340767105236,0.00023205898657180455,0.000688492333646394,0.00031939944736910237,0.001389293519881027,1.0,0.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Degraded,Improved,Republican,0.7192,0.28080000000000005,Risposta affidabile,0.3816247933884298,0.15649806678383127,0.28156661828737306,0.4096393700787402,0.3012522210184182,0.16786241134751778
SCI3B_W34,SC,Science,1.0,0.0,1.0,1.0,1.0,1.0,1.0,B,0.0,0.0,0.0,4.8135409432533374e-05,0.009794994856915639,0.0004494365347212882,0.0009250105687446404,9.296755101589069e-05,0.001831249720629461,1.0,1.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Improved,Republican,0.6996,0.3004,Risposta affidabile,0.3916157127991675,0.19733139329805993,0.28626195965417867,0.3814142857142857,0.3317206297502715,0.21229292035398228
SCI3C_W34,SC,Science,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,9.270365331088495e-05,0.0023359230273637325,0.00033935457148487157,0.0007611101865610102,0.0001894599273374242,0.0017121284366988772,1.0,1.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Conservative,0.7014,0.2986,Rifiuto coerente,0.40143157894736836,0.1880982456140351,0.27832380952380953,0.3921870967741935,0.3459929824561403,0.186487074829932
SCI4_W34,SC,Science,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.0014921405664801869,0.0058233298281962255,5.277234462445395e-05,1.693905112237315e-05,0.000751520781038675,9.286806790793217e-05,0.0,0.0,0.0,IT_System,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Independent,0.9267000000000001,0.07329999999999992,Rifiuto coerente,0.24189304257528554,0.16862962962962968,0.059550724637681074,0.2782888015717092,0.0905081967213115,0.12336944937833039
SCI5_W34,SC,Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0012851192232346091,0.00030144651189710926,6.0272744730835263e-05,6.710088788083013e-05,0.00012044905303202961,1.7044733893084458e-05,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Conservative,0.9575,0.04249999999999998,Rifiuto coerente,0.05449999999999999,0.009959930313588883,0.03619838945827236,0.05749401197604792,0.04578540305010892,0.00777758007117435
EAT1_W34,EAT,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01305866018835745,0.04041115993312635,0.0008825963317977644,0.0014085030244716946,0.0010914621547486617,0.0010719303338379525,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Conservative,0.9078944319431943,0.36842227222722285,Rifiuto coerente,0.375965499485067,0.37216898954703814,0.4511755043227662,0.4325369351669941,0.384911003236246,0.3503721541155868
EAT2_W34,EAT,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009300024723461435,0.01153337269692242,0.000676640437351915,0.000794470273362566,0.000978397373197377,0.0008883119476920932,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Democrat,0.8826031803180319,0.46958727872787276,Rifiuto coerente,0.408334500514933,0.48355958188153303,0.5418867052023122,0.43735118110236215,0.4879637931034483,0.45118596491228075
EAT3E_W34,EAT,Personal health,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.04379608733587554,0.011667812301463555,9.114766428550917e-05,9.114766428553649e-05,2.982311803918303e-05,0.0001856529818113125,0.0,1.0,0.0,Legal,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Democrat,0.8556,0.14439999999999997,Rifiuto coerente,0.11644696813977384,0.1499086956521739,0.1731045977011494,0.12494705882352941,0.14329137931034486,0.1428516637478109
EAT3F_W34,EAT,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0345230571077155,1.760223808957651e-05,0.00013120898915015055,0.0002707620354898679,0.0,0.0003195273511632773,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Democrat,0.9983,0.0017000000000000348,Rifiuto coerente,0.0006563206577595571,0.005591304347826065,0.01720229885057467,0.004670588235294093,0.012251724137931075,0.0008718038528896521
EAT3G_W34,EAT,Personal health,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.019002567948921665,0.02452193955632659,1.8086473474122813e-06,1.7429091244693674e-05,0.00037179900223220137,0.00012177637916340648,0.0,0.0,0.0,IT_System,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Moderate,0.8893,0.11070000000000002,Rifiuto coerente,0.10542702980472773,0.13763043478260872,0.1092471264367817,0.1294803921568628,0.09595689655172412,0.15450700525394045
EAT3H_W34,EAT,Personal health,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.02178372565411506,0.007724629060082955,2.564527868387126e-05,2.014145596491621e-06,0.00019013972622315171,0.0,0.0,0.0,0.0,IT_System,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Moderate,0.8377,0.1623,Rifiuto coerente,0.14871973278520034,0.1999695652173913,0.14731839080459763,0.16302156862745099,0.14552241379310338,0.21391611208406303
EAT3I_W34,EAT,Personal health,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.02287801983188676,0.008737295398623269,1.0320092899412416e-05,4.721858316442422e-05,3.0606528058467475e-05,6.868163424347775e-05,0.0,0.0,0.0,Legal,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Moderate,0.9911,0.008900000000000019,Rifiuto coerente,0.010634840698869441,0.02205652173913042,0.0164218390804598,0.008037254901960722,0.0016948275862068707,0.006055866900175122
EAT3J_W34,EAT,Personal health,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.04208118829710747,0.00021565615571223114,0.0002549871643337844,0.0004203232503115399,1.6696923388003935e-05,0.0005417405815506034,0.0,1.0,0.0,Legal,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Democrat,0.7072999999999999,0.29270000000000007,Rifiuto coerente,0.28232034943473794,0.30359565217391304,0.2956471264367817,0.31686078431372555,0.2909775862068966,0.28705411558669003
EAT3K_W34,EAT,Personal health,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.050463654224525215,0.01772749025522129,0.0012782329047423616,0.0024719481945196242,0.0009456125271181012,0.0007128635238911157,0.0,0.0,0.0,Economic,IT_System,Economic,Robust,Robust,Robust,Stable,Robust,Improved,Stable,Conservative,0.838,0.16200000000000003,Rifiuto coerente,0.18442137718396712,0.15400000000000003,0.15859770114942529,0.1794901960784313,0.16003448275862064,0.13158318739054287
FUD22_W34,FUD,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0026263473421275127,0.01739682244621911,0.0013287611376917882,0.001289812924343235,0.002411982819179153,0.0011881032274714827,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Independent,0.8499,0.45030000000000014,Rifiuto coerente,0.4545586776859505,0.5680210526315792,0.374391366906475,0.4146848126232744,0.4759754045307445,0.5562137566137568
FUD24_W34,FUD,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.07957625953313e-05,0.0006806810564424443,6.29510055061497e-05,0.0003002243408114069,0.00014080941483008498,0.00023289490271571686,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Conservative,0.7912511801180118,0.2087488198819882,Rifiuto coerente,0.22523201490273514,0.17821633301683937,0.21042104210421045,0.2406740674067407,0.20457626022905978,0.1756988198819882
EAT5A_W34,EAT,Personal health,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0023724022316076645,0.013531158906015138,0.0003962537379812053,0.0007181323259718964,0.0004894459810551683,0.0007755257179222883,1.0,0.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Conservative,0.8803244891155784,0.359026532653265,Rifiuto coerente,0.4494829112540883,0.33002986162490605,0.36487360966312465,0.3910632713566052,0.40124886275035254,0.30612061206120605
EAT5B_W34,EAT,Personal health,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,B,0.0,0.3333333333333333,0.0,0.005326100880139656,0.025666054260098072,0.0003349644078973787,0.0005630010373998597,0.0006895566012306347,0.00035870399188364264,1.0,0.0,1.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Improved,Republican,0.871953862052872,0.38413841384138403,Risposta affidabile,0.5000681324569121,0.26779350408908476,0.3653055507279833,0.4733463503830699,0.4203157896783198,0.30654049587735566
EAT5C_W34,EAT,Personal health,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.009741889618797314,0.008732499628631629,0.0007613768024122909,0.0012482308488833875,0.0005323222689093488,0.0013962387704653746,1.0,0.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.8918183284995166,0.32454501450145024,Rifiuto coerente,0.34759587628865984,0.29048391608391627,0.3470224783861674,0.34684094488188993,0.34683243243243256,0.3074985915492959
EAT5D_W34,EAT,Personal health,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.004846217808760672,0.006675989374686706,0.0006064800292925128,0.0008894919071185135,0.0005317098704183883,0.0011455034746002696,1.0,0.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.8745666666666667,0.37629999999999997,Rifiuto coerente,0.3965077399380805,0.37793728222996514,0.38417291066282394,0.40443392504930953,0.40237837837837825,0.37803508771929817
EAT6_W34,EAT,Personal health,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.003847045760997862,0.004185227490235906,7.727526869223505e-07,0.0,9.226266313406597e-05,0.0001509547807584709,1.0,1.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Conservative,0.9308000000000001,0.06919999999999998,Rifiuto coerente,0.0970595213319459,0.037447266313933025,0.06584963503649638,0.0922,0.08289716775599126,0.0171226381461676
FUD32_W34,FUD,Personal health,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,A,1.0,0.6666666666666666,1.0,0.00549134954099389,0.020103447671658448,0.00018907004292381506,1.7443340854989215e-05,0.0005373238002522656,0.0003380787863951108,1.0,1.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Degraded,Independent,0.8406209070907091,0.31875818581858184,Risposta affidabile,0.33628208032955714,0.35053636363636365,0.28877319884726227,0.3491047244094489,0.3258967637540453,0.35377170474516695
FUD33A_W34,FUD,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.007113576799059434,0.01170104987207533,0.00031879479678112227,0.00047228966754015144,0.0002494060277724351,0.0006214972375122929,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Independent,0.8779666666666667,0.3660999999999999,Rifiuto coerente,0.3784016511867904,0.3900173913043477,0.3611347763347763,0.36672534381139477,0.37660151024811217,0.4058526315789473
FUD33B_W34,FUD,Personal health,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.002631651985096412,9.373422898155318e-05,0.000335745063032804,0.00036562707587837855,0.00028524161122557047,0.0015027365927705262,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Conservative,0.8005876980058769,0.19941230199412308,Rifiuto coerente,0.19482268640605818,0.2156155352206715,0.201886656572438,0.1932349400718843,0.21219618038196184,0.18852297776758276
FUD35_W34,FUD,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0017913741354888826,0.009732350016259704,0.000231792030041682,0.0002077913782474973,0.001051643393966533,5.313702587020136e-05,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Conservative,0.9171687768776877,0.2484936693669367,Rifiuto coerente,0.2872091332844625,0.20498635229376613,0.24316848951082157,0.3237270681881547,0.2750557383324541,0.17436972570496495
FUD37A_W34,FUD,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.004986263299884957,0.015539176511682932,0.0007925304110772127,0.001197245979709569,0.000437458547527505,0.0014674685441659994,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Moderate,0.916331096890311,0.25100670932906705,Rifiuto coerente,0.269705046127404,0.253397077104899,0.273707361535916,0.3088909612975711,0.2257483579190887,0.256850371300898
FUD37B_W34,FUD,Personal health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.007170744880943155,0.022721946349399773,0.0008340079155668112,0.001340784902699719,0.0005870713360332852,0.0013484784387818808,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Conservative,0.9367639569376396,0.18970812918708133,Rifiuto coerente,0.1910574015363538,0.2003982700321518,0.19900009999000115,0.19934054025427503,0.2200181728552038,0.1756200041371524
